Ngày,Diện tích,Dài,Rộng,Giá/m2
04-08-2020,32 m²,9 m,3.5 m,"98,44 triệu/m²"
04-08-2020,50 m²,10 m,5 m,93 triệu/m²
04-08-2020,40 m²,10 m,4 m,"76,25 triệu/m²"
04-08-2020,41 m²,9.3 m,4.4 m,"77,32 triệu/m²"
04-08-2020,34 m²,6.09 m,5.58 m,"77,35 triệu/m²"
04-08-2020,72 m²,4 m,4 m,"53,47 triệu/m²"
04-08-2020,75 m²,15 m,5 m,"69,33 triệu/m²"
04-08-2020,50 m²,10 m,5 m,280 triệu/m²
04-08-2020,35 m²,9.5 m,3.8 m,"94,29 triệu/m²"
04-08-2020,60 m²,13 m,4 m,115 triệu/m²
04-08-2020,60 m²,15 m,4 m,"41,67 triệu/m²"
04-08-2020,69 m²,14 m,5 m,"134,78 triệu/m²"
04-08-2020,32 m²,8 m,4 m,"71,88 triệu/m²"
04-08-2020,60 m²,10 m,6 m,155 triệu/m²
04-08-2020,1200 m²,25 m,6 m,"19,92 triệu/m²"
04-08-2020,33 m²,10 m,3.3 m,"81,82 triệu/m²"
04-08-2020,35 m²,9 m,4 m,"91,43 triệu/m²"
04-08-2020,50 m²,10 m,5 m,87 triệu/m²
04-08-2020,33 m²,8 m,4 m,"47,88 triệu/m²"
04-08-2020,13 m²,6 m,3 m,"96,15 triệu/m²"
04-08-2020,24 m²,8 m,4 m,"112,5 triệu/m²"
04-08-2020,35 m²,7 m,4 m,"65,71 triệu/m²"
04-08-2020,35 m²,10 m,3 m,"102,86 triệu/m²"
04-08-2020,30 m²,10 m,3 m,"76,67 triệu/m²"
04-08-2020,42 m²,12 m,3.5 m,"67,86 triệu/m²"
04-08-2020,56 m²,14 m,4 m,"223,21 triệu/m²"
04-08-2020,35 m²,10 m,3.5 m,"98,57 triệu/m²"
04-08-2020,55 m²,11 m,5 m,"90,91 triệu/m²"
04-08-2020,29 m²,9 m,3.5 m,100 triệu/m²
04-08-2020,35 m²,10 m,3.5 m,"82,86 triệu/m²"
04-08-2020,46 m²,8 m,6 m,"56,52 triệu/m²"
04-08-2020,38 m²,9.5 m,4 m,"34,21 triệu/m²"
04-08-2020,55 m²,9 m,6 m,"90,91 triệu/m²"
04-08-2020,49 m²,10 m,4.9 m,100 triệu/m²
04-08-2020,140 m²,21 m,6.8 m,25 triệu/m²
04-08-2020,54 m²,9 m,6 m,"164,81 triệu/m²"
04-08-2020,40 m²,10 m,3.8 m,"83,75 triệu/m²"
04-08-2020,45 m²,12 m,4 m,"111,11 triệu/m²"
04-08-2020,55 m²,14.8 m,37 m,"76,36 triệu/m²"
04-08-2020,76 m²,10 m,7.6 m,"213,16 triệu/m²"
04-08-2020,35 m²,10 m,3.5 m,"72,86 triệu/m²"
04-08-2020,41 m²,6 m,7 m,"63,41 triệu/m²"
04-08-2020,40 m²,8 m,5 m,"116,25 triệu/m²"
04-08-2020,44 m²,11 m,4 m,"95,45 triệu/m²"
04-08-2020,42 m²,12 m,34 m,"64,29 triệu/m²"
04-08-2020,86 m²,11 m,8 m,"36,05 triệu/m²"
04-08-2020,37 m²,11 m,3.4 m,"70,27 triệu/m²"
04-08-2020,48 m²,12 m,4 m,"81,25 triệu/m²"
04-08-2020,35 m²,8 m,4 m,"61,43 triệu/m²"
04-08-2020,35 m²,10 m,3.5 m,"85,71 triệu/m²"
04-08-2020,35 m²,9 m,4 m,"84,29 triệu/m²"
04-08-2020,52 m²,10 m,3.5 m,"115,38 triệu/m²"
04-08-2020,36 m²,11.5 m,3.4 m,"70,83 triệu/m²"
04-08-2020,35 m²,10 m,3.5 m,"79,71 triệu/m²"
04-08-2020,42 m²,8 m,5 m,"105,95 triệu/m²"
04-08-2020,32 m²,9 m,3.5 m,"84,38 triệu/m²"
04-08-2020,41 m²,10 m,4.8 m,"108,54 triệu/m²"
04-08-2020,52 m²,13 m,4 m,"115,38 triệu/m²"
04-08-2020,50 m²,10 m,5 m,184 triệu/m²
04-08-2020,35 m²,10 m,3.5 m,"97,14 triệu/m²"
04-08-2020,45 m²,11.5 m,4 m,"85,56 triệu/m²"
04-08-2020,45 m²,12 m,4 m,"122,22 triệu/m²"
04-08-2020,30 m²,6 m,5 m,"98,33 triệu/m²"
04-08-2020,42 m²,7 m,8 m,"39,29 triệu/m²"
04-08-2020,35 m²,6 m,4 m,"87,14 triệu/m²"
04-08-2020,39 m²,9 m,36 m,"53,85 triệu/m²"
04-08-2020,24 m²,23 m,4.5 m,100 triệu/m²
04-08-2020,52 m²,8 m,6 m,"165,38 triệu/m²"
04-08-2020,60 m²,12 m,5 m,100 triệu/m²
04-08-2020,56 m²,5.6 m,10 m,"339,29 triệu/m²"
04-08-2020,25 m²,5 m,5 m,100 triệu/m²
04-08-2020,45 m²,9 m,5 m,"122,22 triệu/m²"
04-08-2020,30 m²,7 m,4 m,"73,33 triệu/m²"
04-08-2020,31 m²,9 m,3.5 m,"47,74 triệu/m²"
04-08-2020,65 m²,20 m,4 m,"83,08 triệu/m²"
04-08-2020,125 m²,19 m,500 m,"117,6 triệu/m²"
04-08-2020,82.5 m²,18 m,5 m,100 triệu/m²
04-08-2020,45 m²,10 m,4.5 m,"177,78 triệu/m²"
04-08-2020,42 m²,10 m,4.3 m,"80,95 triệu/m²"
04-08-2020,31 m²,7 m,5 m,"75,81 triệu/m²"
04-08-2020,69 m²,11.5 m,6.5 m,"124,64 triệu/m²"
04-08-2020,57 m²,15 m,4 m,"91,23 triệu/m²"
04-08-2020,50 m²,13 m,3.6 m,78 triệu/m²
04-08-2020,52 m²,14 m,4 m,125 triệu/m²
04-08-2020,37 m²,105 m,3600 m,"114,86 triệu/m²"
04-08-2020,31 m²,7 m,4 m,"70,97 triệu/m²"
04-08-2020,86 m²,12.5 m,7 m,"96,51 triệu/m²"
04-08-2020,40 m²,10 m,4 m,75 triệu/m²
04-08-2020,39 m²,13 m,3 m,"110,26 triệu/m²"
05-08-2020,57 m²,12 m,5 m,"83,33 triệu/m²"
04-08-2020,40 m²,12 m,3.3 m,"47,25 triệu/m²"
04-08-2020,30 m²,8 m,4 m,"58,33 triệu/m²"
04-08-2020,30 m²,8 m,4 m,75 triệu/m²
04-08-2020,48 m²,7.38 m,6.5 m,"54,17 triệu/m²"
04-08-2020,31 m²,8 m,4 m,"101,61 triệu/m²"
04-08-2020,27 m²,7 m,4 m,"77,78 triệu/m²"
04-08-2020,30 m²,8 m,4 m,"58,33 triệu/m²"
04-08-2020,45 m²,11 m,4 m,"102,22 triệu/m²"
03-08-2020,56 m²,5.6 m,10 m,"339,29 triệu/m²"
03-08-2020,52 m²,15 m,3500 m,"119,23 triệu/m²"
03-08-2020,32 m²,6 m,6 m,"128,13 triệu/m²"
03-08-2020,56 m²,5.6 m,10 m,"339,29 triệu/m²"
03-08-2020,59 m²,13.1 m,4.5 m,"288,14 triệu/m²"
03-08-2020,45 m²,12 m,3.5 m,"77,78 triệu/m²"
03-08-2020,56 m²,5.6 m,10 m,"339,29 triệu/m²"
03-08-2020,35 m²,9 m,4 m,"85,71 triệu/m²"
03-08-2020,35 m²,9.2 m,3.8 m,"117,14 triệu/m²"
03-08-2020,28 m²,9 m,3.2 m,"105,36 triệu/m²"
03-08-2020,30 m²,6 m,5 m,"243,33 triệu/m²"
03-08-2020,52 m²,11 m,5 m,125 triệu/m²
03-08-2020,40 m²,10 m,4 m,45 triệu/m²
03-08-2020,54 m²,9 m,6 m,"87,04 triệu/m²"
03-08-2020,45 m²,11 m,4 m,"67,78 triệu/m²"
03-08-2020,36 m²,10 m,3.6 m,"76,39 triệu/m²"
03-08-2020,35 m²,8 m,4.2 m,"91,43 triệu/m²"
03-08-2020,54 m²,6 m,9 m,"42,59 triệu/m²"
03-08-2020,67 m²,20 m,3.4 m,"52,24 triệu/m²"
03-08-2020,100 m²,12 m,8.85 m,162 triệu/m²
03-08-2020,40 m²,12.5 m,3.2 m,"96,25 triệu/m²"
03-08-2020,38 m²,9 m,4.2 m,"109,21 triệu/m²"
03-08-2020,65 m²,11 m,7 m,"107,69 triệu/m²"
03-08-2020,43 m²,11 m,4 m,"89,53 triệu/m²"
03-08-2020,100 m²,8 m,13.5 m,285 triệu/m²
03-08-2020,35 m²,10 m,3.5 m,"79,14 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"45,31 triệu/m²"
03-08-2020,36 m²,10 m,3.6 m,100 triệu/m²
03-08-2020,24 m²,8 m,3 m,"95,83 triệu/m²"
03-08-2020,42 m²,8.4 m,5 m,"104,76 triệu/m²"
03-08-2020,55 m²,12.3 m,4.5 m,"236,36 triệu/m²"
03-08-2020,32 m²,7 m,5 m,"87,5 triệu/m²"
03-08-2020,50 m²,7.7 m,6.8 m,73 triệu/m²
03-08-2020,25 m²,6 m,4 m,66 triệu/m²
03-08-2020,37 m²,9 m,4 m,"42,7 triệu/m²"
03-08-2020,110 m²,20 m,5.5 m,"142,73 triệu/m²"
03-08-2020,84 m²,16 m,5 m,"38,69 triệu/m²"
03-08-2020,60 m²,15 m,42 m,"49,17 triệu/m²"
03-08-2020,29 m²,8 m,3.9 m,"105,17 triệu/m²"
03-08-2020,65 m²,125 m,52 m,"121,54 triệu/m²"
03-08-2020,50 m²,10 m,5 m,196 triệu/m²
03-08-2020,90 m²,14 m,5 m,"172,22 triệu/m²"
03-08-2020,35 m²,9 m,4.5 m,100 triệu/m²
03-08-2020,46 m²,5 m,5 m,"95,65 triệu/m²"
03-08-2020,34 m²,10 m,3.4 m,"64,71 triệu/m²"
03-08-2020,40 m²,11 m,3.8 m,"69,5 triệu/m²"
03-08-2020,20 m²,5 m,4 m,70 triệu/m²
03-08-2020,24 m²,8 m,3 m,"106,33 triệu/m²"
03-08-2020,30 m²,6 m,5 m,"98,33 triệu/m²"
03-08-2020,34 m²,9 m,4 m,"88,24 triệu/m²"
03-08-2020,28 m²,7 m,3.4 m,"103,57 triệu/m²"
03-08-2020,39 m²,11 m,35 m,92.307 đ/m²
03-08-2020,50 m²,13.8 m,4 m,34 triệu/m²
03-08-2020,35 m²,10 m,3.4 m,"57,14 triệu/m²"
03-08-2020,23 m²,8.5 m,2.7 m,111 triệu/m²
03-08-2020,35 m²,10 m,3.5 m,"41,71 triệu/m²"
03-08-2020,117 m²,15 m,7.8 m,"124,79 triệu/m²"
03-08-2020,45 m²,12 m,3.6 m,"78,89 triệu/m²"
03-08-2020,36 m²,9 m,4 m,"44,44 triệu/m²"
03-08-2020,87 m²,14 m,6 m,"212,64 triệu/m²"
03-08-2020,37 m²,9 m,4 m,"42,7 triệu/m²"
03-08-2020,50 m²,12 m,4.5 m,116 triệu/m²
03-08-2020,31 m²,9.1 m,3.4 m,"32,9 triệu/m²"
03-08-2020,45 m²,11 m,4 m,"133,33 triệu/m²"
03-08-2020,25 m²,5.5 m,4.5 m,84 triệu/m²
03-08-2020,30 m²,6 m,5 m,"103,33 triệu/m²"
03-08-2020,55 m²,12 m,32 m,"54,55 triệu/m²"
03-08-2020,22 m²,8.5 m,2.7 m,"115,91 triệu/m²"
03-08-2020,40 m²,11.5 m,3.5 m,225 triệu/m²
03-08-2020,45 m²,12 m,4 m,100 triệu/m²
03-08-2020,144 m²,18 m,8 m,"66,67 triệu/m²"
03-08-2020,40 m²,9 m,4.5 m,"132,5 triệu/m²"
03-08-2020,46 m²,11 m,4 m,"68,48 triệu/m²"
03-08-2020,40 m²,8 m,5 m,"63,75 triệu/m²"
03-08-2020,36 m²,12 m,5 m,"216,67 triệu/m²"
03-08-2020,36 m²,10.5 m,3.5 m,"98,61 triệu/m²"
03-08-2020,50 m²,10 m,5 m,78.000 đ/m²
03-08-2020,45 m²,11 m,4 m,"95,56 triệu/m²"
03-08-2020,50 m²,10 m,5 m,96 triệu/m²
03-08-2020,36 m²,9 m,4 m,"55,28 triệu/m²"
03-08-2020,40 m²,10 m,4 m,"71,25 triệu/m²"
03-08-2020,40 m²,8 m,5 m,"116,25 triệu/m²"
03-08-2020,34 m²,6.8 m,5 m,"83,82 triệu/m²"
03-08-2020,45 m²,11.1 m,4 m,"57,78 triệu/m²"
03-08-2020,36 m²,6 m,6 m,"90,28 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"89,03 triệu/m²"
03-08-2020,39 m²,10 m,3.8 m,"120,51 triệu/m²"
03-08-2020,53 m²,13 m,4.2 m,"92,45 triệu/m²"
03-08-2020,46 m²,9.2 m,5 m,"143,48 triệu/m²"
03-08-2020,40 m²,8 m,5 m,135 triệu/m²
03-08-2020,31 m²,6.2 m,5 m,"91,94 triệu/m²"
03-08-2020,31 m²,9 m,4.2 m,"71,94 triệu/m²"
03-08-2020,46 m²,14 m,3.3 m,"76,09 triệu/m²"
03-08-2020,45 m²,10 m,4.5 m,"86,67 triệu/m²"
03-08-2020,40 m²,11 m,3.8 m,"69,5 triệu/m²"
03-08-2020,48 m²,7 m,7 m,"118,75 triệu/m²"
03-08-2020,34 m²,11 m,3.1 m,"102,94 triệu/m²"
03-08-2020,37 m²,10 m,39 m,"49,19 triệu/m²"
03-08-2020,45 m²,14 m,3.4 m,"84,44 triệu/m²"
03-08-2020,40 m²,10 m,4 m,"33,75 triệu/m²"
03-08-2020,30 m²,10 m,430 m,"90,67 triệu/m²"
03-08-2020,33 m²,5 m,6 m,"92,42 triệu/m²"
03-08-2020,30 m²,6 m,5 m,80 triệu/m²
03-08-2020,31 m²,9 m,3.5 m,"82,26 triệu/m²"
03-08-2020,35 m²,5.99 m,6 m,"85,71 triệu/m²"
03-08-2020,50 m²,10 m,5 m,92 triệu/m²
03-08-2020,50 m²,10 m,5 m,122 triệu/m²
03-08-2020,45 m²,9 m,5 m,"88,89 triệu/m²"
03-08-2020,90 m²,22 m,4.5 m,"116,67 triệu/m²"
03-08-2020,501 m²,50 m,9.5 m,"129,74 triệu/m²"
03-08-2020,50 m²,10 m,5 m,242 triệu/m²
03-08-2020,30 m²,6 m,5 m,95 triệu/m²
03-08-2020,20 m²,7 m,3 m,90 triệu/m²
03-08-2020,50 m²,12 m,4.5 m,86 triệu/m²
03-08-2020,45 m²,10 m,4.5 m,"64,44 triệu/m²"
03-08-2020,52 m²,8.7 m,6 m,"51,92 triệu/m²"
03-08-2020,47 m²,5 m,10 m,"68,09 triệu/m²"
03-08-2020,37 m²,9 m,4 m,"102,7 triệu/m²"
03-08-2020,30 m²,2 m,1 m,"161,67 triệu/m²"
03-08-2020,32 m²,9.7 m,3.3 m,"109,38 triệu/m²"
03-08-2020,32 m²,9 m,3.4 m,"143,75 triệu/m²"
03-08-2020,45 m²,10 m,4.5 m,"59,56 triệu/m²"
03-08-2020,35 m²,10 m,3.5 m,"52,86 triệu/m²"
03-08-2020,30 m²,5 m,5 m,"72,67 triệu/m²"
03-08-2020,30 m²,5 m,3.3 m,"78,33 triệu/m²"
03-08-2020,100 m²,18 m,5.5 m,150 triệu/m²
03-08-2020,30 m²,30 m,30 m,110 triệu/m²
03-08-2020,16 m²,5.5 m,3 m,"78,13 triệu/m²"
03-08-2020,50 m²,10 m,5 m,72 triệu/m²
03-08-2020,40 m²,10 m,4 m,"96,25 triệu/m²"
03-08-2020,32 m²,8 m,4 m,50 triệu/m²
03-08-2020,45 m²,9 m,4.5 m,"93,33 triệu/m²"
03-08-2020,48 m²,12 m,4 m,"133,33 triệu/m²"
03-08-2020,50 m²,12.5 m,4 m,210 triệu/m²
03-08-2020,32 m²,8 m,4 m,"48,44 triệu/m²"
03-08-2020,40 m²,9.3 m,4.3 m,72 triệu/m²
03-08-2020,145 m²,12 m,12 m,"171,72 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"47,81 triệu/m²"
03-08-2020,25 m²,5 m,5 m,98 triệu/m²
03-08-2020,38 m²,9.5 m,4 m,"189,47 triệu/m²"
03-08-2020,33 m²,8 m,4 m,"43,94 triệu/m²"
03-08-2020,36 m²,9 m,4 m,"44,44 triệu/m²"
03-08-2020,30 m²,5 m,6 m,"133,33 triệu/m²"
03-08-2020,38 m²,7 m,3.8 m,"53,95 triệu/m²"
03-08-2020,34 m²,9.1 m,3.7 m,"43,53 triệu/m²"
03-08-2020,43 m²,9 m,5 m,"48,84 triệu/m²"
03-08-2020,38 m²,10 m,4 m,75 triệu/m²
03-08-2020,32 m²,6 m,5 m,"82,81 triệu/m²"
03-08-2020,35 m²,10 m,3.5 m,64 triệu/m²
03-08-2020,30 m²,10 m,3 m,"101,67 triệu/m²"
03-08-2020,40 m²,11 m,3.9 m,"96,25 triệu/m²"
03-08-2020,30 m²,7.5 m,4 m,55 triệu/m²
03-08-2020,33 m²,5 m,6 m,"74,75 triệu/m²"
03-08-2020,38 m²,11 m,3 m,"163,16 triệu/m²"
03-08-2020,52 m²,7 m,8 m,"73,08 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"43,81 triệu/m²"
03-08-2020,63 m²,15 m,4 m,"63,49 triệu/m²"
03-08-2020,30 m²,30 m,30 m,"98,33 triệu/m²"
03-08-2020,45 m²,9 m,5 m,"63,33 triệu/m²"
03-08-2020,30 m²,9 m,3.4 m,"76,33 triệu/m²"
03-08-2020,15 m²,5 m,3 m,400 triệu/m²
03-08-2020,27 m²,8.5 m,3.5 m,"92,59 triệu/m²"
03-08-2020,50 m²,11 m,4.52 m,73 triệu/m²
03-08-2020,35 m²,10 m,3.5 m,"88,57 triệu/m²"
03-08-2020,35 m²,5.5 m,4 m,"31,43 triệu/m²"
03-08-2020,37 m²,4.5 m,8 m,"154,05 triệu/m²"
03-08-2020,34 m²,9 m,3.8 m,"87,94 triệu/m²"
03-08-2020,38 m²,10 m,4 m,"86,84 triệu/m²"
03-08-2020,32 m²,10.17 m,3.2 m,"31,25 triệu/m²"
03-08-2020,34 m²,7 m,5 m,"47,65 triệu/m²"
03-08-2020,33 m²,8 m,4.5 m,"119,7 triệu/m²"
03-08-2020,37 m²,9 m,4 m,"48,65 triệu/m²"
03-08-2020,100 m²,20 m,5 m,71 triệu/m²
03-08-2020,31 m²,9 m,3.5 m,"53,23 triệu/m²"
03-08-2020,41 m²,10 m,4 m,"34,88 triệu/m²"
03-08-2020,36 m²,10 m,3.6 m,"69,44 triệu/m²"
03-08-2020,30 m²,6 m,4.1 m,"89,33 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"54,69 triệu/m²"
03-08-2020,38 m²,9 m,4 m,"72,89 triệu/m²"
03-08-2020,43 m²,10 m,4 m,"65,81 triệu/m²"
03-08-2020,59 m²,6 m,7 m,"63,56 triệu/m²"
03-08-2020,32 m²,9 m,3.5 m,"56,88 triệu/m²"
03-08-2020,42 m²,8.2 m,5 m,"104,76 triệu/m²"
03-08-2020,32 m²,9.5 m,3.4 m,"74,69 triệu/m²"
03-08-2020,41 m²,13 m,3.5 m,"33,66 triệu/m²"
03-08-2020,260 m²,38 m,7 m,"129,15 triệu/m²"
03-08-2020,60 m²,18 m,3.4 m,"99,83 triệu/m²"
03-08-2020,34 m²,12 m,3 m,"44,12 triệu/m²"
03-08-2020,41 m²,10 m,4.1 m,"41,46 triệu/m²"
03-08-2020,34 m²,10 m,3.4 m,100 triệu/m²
03-08-2020,32 m²,10 m,3.2 m,50 triệu/m²
03-08-2020,28 m²,9 m,3 m,"105,36 triệu/m²"
03-08-2020,34 m²,10 m,3.4 m,100 triệu/m²
03-08-2020,108 m²,18 m,6 m,555.555 đ/m²
03-08-2020,200 m²,22 m,9 m,"47,25 triệu/m²"
03-08-2020,35 m²,10 m,3.5 m,40 triệu/m²
03-08-2020,30 m²,6.02 m,4.98 m,80 triệu/m²
03-08-2020,36.2 m²,9 m,4.1 m,"93,06 triệu/m²"
03-08-2020,32 m²,10.5 m,3 m,75 triệu/m²
03-08-2020,45 m²,9 m,5.2 m,"102,22 triệu/m²"
03-08-2020,70 m²,12 m,6 m,"55,71 triệu/m²"
03-08-2020,70 m²,12 m,5.5 m,"84,29 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"120,31 triệu/m²"
03-08-2020,45 m²,10.2 m,4 m,"82,22 triệu/m²"
03-08-2020,25 m²,6.5 m,4 m,132 triệu/m²
03-08-2020,34 m²,8.5 m,4 m,"76,47 triệu/m²"
03-08-2020,20 m²,7 m,3 m,625 triệu/m²
03-08-2020,45 m²,10.2 m,4 m,"82,22 triệu/m²"
03-08-2020,33 m²,9.2 m,3.5 m,"63,64 triệu/m²"
03-08-2020,42 m²,10 m,4.2 m,"80,95 triệu/m²"
03-08-2020,31 m²,6 m,5 m,"116,13 triệu/m²"
03-08-2020,18 m²,6 m,3 m,"69,44 triệu/m²"
03-08-2020,32 m²,10 m,3.5 m,"53,19 triệu/m²"
03-08-2020,38 m²,8 m,5 m,"82,89 triệu/m²"
03-08-2020,25 m²,6 m,4 m,80 triệu/m²
03-08-2020,36 m²,12 m,3.3 m,"78,89 triệu/m²"
03-08-2020,109 m²,24 m,4.5 m,"26,61 triệu/m²"
03-08-2020,35 m²,7 m,5 m,"102,86 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"53,16 triệu/m²"
03-08-2020,31 m²,6 m,5 m,"95,16 triệu/m²"
03-08-2020,50 m²,10 m,5 m,84 triệu/m²
03-08-2020,35 m²,7 m,5 m,"97,14 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"53,13 triệu/m²"
03-08-2020,36 m²,9 m,4 m,100 triệu/m²
03-08-2020,3 m²,9 m,4 m,"1,2 tỷ/m²"
03-08-2020,32 m²,8 m,4 m,50 triệu/m²
03-08-2020,60 m²,10 m,6 m,"61,67 triệu/m²"
03-08-2020,48 m²,16 m,3.8 m,150 triệu/m²
03-08-2020,60 m²,12 m,5 m,60 triệu/m²
03-08-2020,36 m²,9 m,4 m,100 triệu/m²
03-08-2020,25 m²,5 m,5 m,76 triệu/m²
03-08-2020,28 m²,7 m,4 m,"103,57 triệu/m²"
03-08-2020,38 m²,9.75 m,3.9 m,"88,16 triệu/m²"
03-08-2020,53 m²,15.2 m,3.5 m,"84,91 triệu/m²"
03-08-2020,55 m²,13 m,4.2 m,"64,87 triệu/m²"
03-08-2020,55 m²,11 m,5 m,"90,91 triệu/m²"
03-08-2020,460 m²,23 m,20 m,"156,52 triệu/m²"
03-08-2020,45 m²,35 m,3.5 m,"111,11 triệu/m²"
03-08-2020,30 m²,9.5 m,3.2 m,"86,67 triệu/m²"
03-08-2020,30 m²,7.2 m,4 m,"48,33 triệu/m²"
03-08-2020,40 m²,8 m,5 m,"97,5 triệu/m²"
03-08-2020,50 m²,12 m,4.5 m,92 triệu/m²
03-08-2020,45 m²,11 m,4.1 m,"95,56 triệu/m²"
03-08-2020,52 m²,10 m,5.3 m,"34,62 triệu/m²"
03-08-2020,35 m²,6 m,6 m,90 triệu/m²
03-08-2020,20 m²,7 m,3 m,70 triệu/m²
03-08-2020,34 m²,9.4 m,3.6 m,"91,18 triệu/m²"
03-08-2020,52 m²,13 m,4 m,"230,77 triệu/m²"
03-08-2020,33 m²,8 m,4 m,"44,48 triệu/m²"
03-08-2020,55 m²,14 m,4 m,"161,82 triệu/m²"
03-08-2020,58 m²,10 m,6 m,"79,31 triệu/m²"
03-08-2020,55 m²,13 m,4 m,"218,18 triệu/m²"
03-08-2020,131 m²,20 m,6.5 m,60 triệu/m²
03-08-2020,35 m²,7 m,5 m,"94,29 triệu/m²"
03-08-2020,30 m²,8 m,35 m,"88,33 triệu/m²"
03-08-2020,35 m²,10 m,3.5 m,"45,71 triệu/m²"
03-08-2020,36 m²,10 m,36 m,"97,22 triệu/m²"
03-08-2020,30 m²,8 m,4.2 m,"86,67 triệu/m²"
03-08-2020,50 m²,13.9 m,3.6 m,114 triệu/m²
03-08-2020,42 m²,11 m,38 m,"41,67 triệu/m²"
03-08-2020,144 m²,18 m,8 m,"87,5 triệu/m²"
03-08-2020,36 m²,9 m,4 m,"119,44 triệu/m²"
03-08-2020,33 m²,8 m,4 m,"69,7 triệu/m²"
03-08-2020,40 m²,9 m,43 m,"63,75 triệu/m²"
03-08-2020,52 m²,14 m,4.5 m,"88,46 triệu/m²"
03-08-2020,52 m²,10.5 m,5 m,"76,92 triệu/m²"
03-08-2020,42 m²,12 m,4 m,"66,67 triệu/m²"
03-08-2020,33 m²,10 m,3.6 m,"93,94 triệu/m²"
03-08-2020,50 m²,12 m,4 m,100 triệu/m²
03-08-2020,31 m²,8 m,38 m,"138,71 triệu/m²"
03-08-2020,31 m²,7 m,4.3 m,100 triệu/m²
03-08-2020,50 m²,13 m,4 m,73 triệu/m²
03-08-2020,50 m²,12 m,4 m,210 triệu/m²
03-08-2020,40 m²,7 m,6 m,"58,75 triệu/m²"
03-08-2020,47 m²,11 m,4.3 m,"75,53 triệu/m²"
03-08-2020,40 m²,10 m,4 m,"141,25 triệu/m²"
03-08-2020,48 m²,12 m,4 m,225 triệu/m²
03-08-2020,47 m²,11 m,4.3 m,"75,53 triệu/m²"
03-08-2020,21 m²,7 m,3 m,"64,29 triệu/m²"
03-08-2020,126 m²,15 m,8 m,"1,111111111 tỷ/m²"
03-08-2020,50 m²,12 m,4 m,84 triệu/m²
03-08-2020,30 m²,10 m,3 m,80 triệu/m²
03-08-2020,60 m²,14 m,3.5 m,"58,33 triệu/m²"
03-08-2020,40 m²,8 m,5 m,150 triệu/m²
03-08-2020,60 m²,15 m,4.2 m,"89,17 triệu/m²"
03-08-2020,36 m²,9 m,4 m,"88,89 triệu/m²"
03-08-2020,33 m²,8 m,4 m,"116,67 triệu/m²"
03-08-2020,57 m²,12 m,4.5 m,"73,68 triệu/m²"
03-08-2020,45 m²,11 m,4 m,"93,33 triệu/m²"
03-08-2020,40 m²,10 m,4 m,75 triệu/m²
03-08-2020,55 m²,13 m,4 m,"56,36 triệu/m²"
03-08-2020,44 m²,11 m,4 m,"110,91 triệu/m²"
03-08-2020,38 m²,11 m,3.5 m,"64,47 triệu/m²"
03-08-2020,154 m²,20 m,7.5 m,"51,95 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"55,63 triệu/m²"
03-08-2020,47 m²,8 m,6.5 m,"63,83 triệu/m²"
03-08-2020,40 m²,5.8 m,7 m,"67,5 triệu/m²"
03-08-2020,55 m²,14 m,4 m,"125,45 triệu/m²"
03-08-2020,80 m²,10 m,8 m,"118,63 triệu/m²"
03-08-2020,45 m²,11 m,4 m,"93,33 triệu/m²"
03-08-2020,45 m²,10.2 m,4 m,"82,22 triệu/m²"
03-08-2020,49 m²,11 m,4.5 m,"97,96 triệu/m²"
03-08-2020,41 m²,7 m,6 m,"75,61 triệu/m²"
03-08-2020,30 m²,7.5 m,4 m,"76,67 triệu/m²"
03-08-2020,86 m²,16 m,5 m,"267,44 triệu/m²"
03-08-2020,33 m²,8 m,4 m,"36,3 triệu/m²"
03-08-2020,40 m²,8 m,5 m,5 triệu/m²
03-08-2020,36 m²,4 m,3.6 m,"43,06 triệu/m²"
03-08-2020,50 m²,10 m,5 m,54 triệu/m²
03-08-2020,60 m²,10 m,6 m,"139,1 triệu/m²"
03-08-2020,26 m²,7 m,3.5 m,"157,69 triệu/m²"
03-08-2020,52 m²,13 m,4 m,"121,15 triệu/m²"
03-08-2020,35 m²,9.5 m,3.85 m,"97,14 triệu/m²"
03-08-2020,34 m²,9 m,4 m,"70,59 triệu/m²"
03-08-2020,30 m²,5 m,6 m,60 triệu/m²
03-08-2020,33 m²,8 m,4 m,"95,45 triệu/m²"
03-08-2020,39 m²,10 m,4 m,64.102 đ/m²
03-08-2020,50 m²,13 m,3.8 m,54 triệu/m²
03-08-2020,32 m²,9 m,3.5 m,"82,81 triệu/m²"
03-08-2020,38 m²,8 m,5 m,"48,68 triệu/m²"
03-08-2020,42 m²,10 m,4 m,"76,19 triệu/m²"
03-08-2020,38 m²,10 m,3.8 m,"107,89 triệu/m²"
03-08-2020,32 m²,8 m,4 m,"82,81 triệu/m²"
